title,director,year,country,genres,image,synopsis,mubi_url,film_id
Unfruitful Times,Doğuş Algün,2024,"Turkey, Italy",Drama,https://assets.mubicdn.net/images/film/391584/image-w448.jpg,"After a tragic miscarriage, Nimet, a middle-aged woman, gets stuck in the conservative society in Istanbul while her beloved younger sister Öznur carries a burden of her own in the family, trying to struggle her own demons.",https://mubi.com/en/films/olu-mevsim,391584
Omar,Hany Abu-Assad,2013,Palestine,Drama,https://assets.mubicdn.net/images/film/104721/image-w448.jpg,"A Palestinian baker regularly risks crossing the West Bank wall to see his beloved Nadia. Alongside his childhood friends Tarek and Amjad, he trains for armed resistance against Israeli soldiers. During one of these crossings, he is captured and subjected to violence and humiliation.",https://mubi.com/en/films/omar,104721
Omelia Contadina,"JR, Alice Rohrwacher",2020,"Italy, France","Short, Drama",https://assets.mubicdn.net/images/film/274459/image-w448.jpg,"In Italy’s Alfina Plateau, hazelnut monoculture is destroying the local landscape. To pay homage to the farmers resisting change, JR and Alice Rohrwacher staged a funeral for peasant agriculture where workers carried enormous silhouettes of agriculturalists made by JR on their shoulders.",https://mubi.com/en/films/omelia-contadina,274459
On Becoming a Guinea Fowl,Rungano Nyoni,2024,"Zambia, United Kingdom","Drama, Comedy",https://assets.mubicdn.net/images/film/349947/image-w448.jpg,"On an empty road in the middle of the night, Shula stumbles across the body of her uncle. As funeral proceedings begin around them, she and her cousins bring to light the buried secrets of their middle-class Zambian family.",https://mubi.com/en/films/on-becoming-a-guinea-fowl,349947
On Body and Soul,Ildikó Enyedi,2017,Hungary,"Drama, Fantasy, Romance",https://assets.mubicdn.net/images/film/162643/image-w448.jpg,"Two introverted people, both workers at an abattoir, find out by chance that they share the same dream every night. At first, they are puzzled and incredulous, but as they begin to accept this strange coincidence, they try to recreate in broad daylight what happens in their shared subconscious.",https://mubi.com/en/films/on-body-and-soul,162643
On Falling,Laura Carreira,2024,"United Kingdom, Portugal",Drama,https://assets.mubicdn.net/images/film/407614/image-w448.jpg,"Aurora, a Portuguese migrant, works as a warehouse picker in Edinburgh. Trapped between the confines of a vast distribution centre and the solitude of her own bedroom, Aurora seeks out every opportunity to resist the alienation and isolation that threaten her sense of self.",https://mubi.com/en/films/on-falling-2024-laura-carreira,407614
On Fertile Lands,Erden Kıral,1980,Turkey,Drama,https://assets.mubicdn.net/images/film/88170/image-w448.jpg,"Three friends decide to abandon their poverty-stricken village and try their luck in Çukurova, a cotton-growing region in southern Turkey.",https://mubi.com/en/films/on-fertile-lands,88170
On Football,Sergio Oksman,2015,Spain,Documentary,https://assets.mubicdn.net/images/film/131018/image-w448.jpg,"Sergio and his father haven’t seen each other for over 20 years. On the eve of the 2014 World Cup Sergio returns to his hometown, São Paulo. As days go by, their relationship starts to wander into unknown territory and their pact to watch the entire tournament together turns into a dangerous ritual.",https://mubi.com/en/films/on-football,131018
On the Beach at Night Alone,Hong Sang-soo,2017,South Korea,Drama,https://assets.mubicdn.net/images/film/164461/image-w448.jpg,"After an affair with a married man, celebrated actress Younghee decides to take some time out by traveling to Hamburg. During her walks through wintry parks and along riverbanks she wonders if his lover misses her as much as she does, and she attempts to become clear about her feelings and desires.",https://mubi.com/en/films/on-the-beach-at-night-alone,164461
On the Road,Walter Salles,2012,"United States, France","Drama, Adventure, LGBTQ+",https://assets.mubicdn.net/images/film/87297/image-w448.jpg,"After his father dies, aspiring writer Sal Paradise meets Dean Moriarty, a charming ex-con married to the liberated and seductive Marylou. Sal and Dean bond instantly, and the three take to the road. Travelling across the country, they encounter a mix of people who impact their journey indelibly.",https://mubi.com/en/films/on-the-road,87297
On the Seventh Day,Jim McKay,2017,United States,Drama,https://assets.mubicdn.net/images/film/174204/image-w448.jpg,"José, a young and hardworking bicycle delivery worker, is the captain of his soccer team in Sunset Park. When the team makes it to the finals, he and his teammates are thrilled. But his boss throws a wrench into the celebration when he tells José he has to work on Sunday, the day of the match.",https://mubi.com/en/films/on-the-seventh-day-2017,174204
On the Shore,Büşra Bilginer,2023,Turkey,Drama,https://assets.mubicdn.net/images/film/429913/image-w448.jpg,"After their father’s death, four sisters reunite at the family inn they inherited. Yasemin, Nilüfer, Defne, and Deniz, each with their own paths in life, come together on the same shore after years apart and swim in the sea together.",https://mubi.com/en/films/on-the-shore-2023,429913
On the Waterfront,Elia Kazan,1954,United States,"Drama, Crime",https://assets.mubicdn.net/images/film/2840/image-w448.jpg,"New Jersey. Under the sway of mob boss Johnny Friendly, who controls the labor union, Terry Malloy gets mixed up in the murder of dockworker Joey Doyle. When Terry falls for Joey’s sister Edie—who, along with Father Barry, rallies the workers to fight against corruption—Terry’s loyalties are tested.",https://mubi.com/en/films/on-the-waterfront,2840
The Monk and the Gun,Pawo Choyning Dorji,2023,"Taiwan, United States",Drama,https://assets.mubicdn.net/images/film/333570/image-w448.jpg,"The Kingdom of Bhutan is to become a democracy and holds a mock election as a training exercise. In the town of Ura, an old lama orders a monk to get a gun to face the imminent change in the kingdom. Meanwhile, an American collector is in search of a valuable gun that falls in the lama’s hands.",https://mubi.com/en/films/once-upon-a-time-in-bhutan,333570
Once Upon a Time... in Hollywood,Quentin Tarantino,2019,"United States, United Kingdom","Drama, Comedy",https://assets.mubicdn.net/images/film/193750/image-w448.jpg,"In 1969 Los Angeles, TV star Rick Dalton and his longtime stunt double Cliff Booth make their way around an industry they hardly recognize anymore. Quentin Tarantino’s ninth film features a large ensemble cast and multiple storylines in a tribute to the final moments of Hollywood’s golden age.",https://mubi.com/en/films/once-upon-a-time-in-hollywood,193750
Once Upon a Time in the Future: 2121,Serpil Altın,2022,Turkey,"Drama, Sci-Fi",https://assets.mubicdn.net/images/film/354436/image-w448.jpg,"In the future, the earth becomes uninhabitable due to climate crisis and famine. The few survivors from colonies and start to live in underground blocks. According to The Scarcity Laws of the Young Administration which controls system, old generations must be destroyed in exchange for new lives.",https://mubi.com/en/films/once-upon-a-time-in-the-future-2121,354436
Once Upon a Time Yeşilçam - Abdurrahman Keskiner,Mehmet Güreli,2022,Turkey,Documentary,https://assets.mubicdn.net/images/film/357107/image-w448.jpg,"This is a documentary from Mehmet Güreli about the famous producer Abdurrahman Keskiner, who took great strides in promoting our country’s cinema to the world and who is one of the shining lights of our cinema.",https://mubi.com/en/films/once-upon-a-time-yesilcam-abdurrahman-keskiner,357107
Ek Tha Gaon ,Srishti Lakhera,2021,India,Documentary,https://assets.mubicdn.net/images/film/336255/image-w448.jpg,"In the Himalayan foothills, an 80-year-old woman and a 19-year-old girl are two of the seven remaining inhabitants of an abandoned village. The two women struggle with the choice to leave for an alienating city life or continue living in a lonely village.",https://mubi.com/en/films/once-upon-a-village,336255
Ondine,Neil Jordan,2009,"United States, Ireland","Drama, Adventure, Romance",https://assets.mubicdn.net/images/film/4071/image-w448.jpg,"A lyrical, modern fairy tale that tells the story of Syracuse (Colin Farrell), an Irish fisherman whose life is transformed when he catches a beautiful and mysterious woman (Alicja Bachleda) in his nets.",https://mubi.com/en/films/ondine,4071
One Battle After Another,Paul Thomas Anderson,2025,United States,"Crime, Thriller, Action, Drama",https://assets.mubicdn.net/images/film/363407/image-w448.jpg,"Washed-up revolutionary Bob exists in a state of paranoia, surviving off-grid with his self-reliant daughter, Willa. When his evil nemesis resurfaces after 16 years and she goes missing, the former radical scrambles to find her, father and daughter both battling the consequences of his past.",https://mubi.com/en/films/one-battle-after-another,363407
One Fine Morning,Mia Hansen-Løve,2022,"France, Germany","Drama, Romance",https://assets.mubicdn.net/images/film/330413/image-w448.jpg,"In Paris, a young, widowed mother juggles her job as a translator with caring both for her young daughter and her elderly father, who suffers from a degenerative illness. Her life is further complicated when she embarks on a passionate affair with an old friend in an unhappy marriage.",https://mubi.com/en/films/one-fine-morning-2022,330413
One for the Road,Markus Goller,2023,Germany,"Drama, Comedy",https://assets.mubicdn.net/images/film/381115/image-w448.jpg,"Although in self-denial about his drink problem, Mark seems to have easily mastered life between his demanding job as a construction manager and rambunctious forays into Berlin’s nightlife. That is, until he is stopped by the police one night.",https://mubi.com/en/films/one-for-the-road-2023,381115
One Life,James Hawes,2023,United Kingdom,"Biography, Drama, History",https://assets.mubicdn.net/images/film/385937/image-w448.jpg,"Follows British humanitarian Nicholas Winton, who helped save hundreds of children from the Nazis on the eve of World War II.",https://mubi.com/en/films/one-life-2023,385937
One Night at Babes,Angelo Madsen,2024,United States,"Short, LGBTQ+, Documentary",https://assets.mubicdn.net/images/film/412234/image-w448.jpg,"At a rural Vermont dive bar called Babes, cribbage tournaments overlap afternoons of karaoke and nights of raucous queer dance parties. When the aging conservative townsfolk and the younger queer leftists begin sharing the same watering hole, a delicate allegiance flourishes.",https://mubi.com/en/films/one-night-at-babes,412234
One of Those Days When Hemme Dies,Murat Fıratoğlu,2024,Turkey,Drama,https://assets.mubicdn.net/images/film/419306/image-w448.jpg,"Eyüp works relentlessly under the blazing sun during a tomato harvest in southeastern Turkey, driven by the urgent need to settle an impending debt. After a clash with his supervisor, he roams the city in search of a radical solution.",https://mubi.com/en/films/one-of-those-days-when-hemme-dies,419306
One Second,Zhang Yimou,2020,China,Drama,https://assets.mubicdn.net/images/film/227589/image-w448.jpg,"During the Chinese Cultural Revolution, a convict escapes to seek out a film reel which contains footage of his estranged daughter. In a nearby village, he meets a homeless girl who is also searching for the film reel by any means. Soon, this reel becomes the root of their unexpected friendship.",https://mubi.com/en/films/one-second,227589
One Shocking Moment,Ted V. Mikels,1965,United States,Drama,https://assets.mubicdn.net/images/film/107885/image-w448.jpg,"No-budget auteur Ted V. Mikels (The Astro-Zombies, Blood Orgy of the She-Devils) ventures into lurid melodrama with a story of an executive and his nubile wife arriving in a new town and tangling with the S&M-tinged gang from the local exotic nightclub, leading to all manner of duos and triads.",https://mubi.com/en/films/one-shocking-moment,107885
"One Sings, the Other Doesn't",Agnès Varda,1977,"France, Soviet Union","Drama, History, Music",https://assets.mubicdn.net/images/film/25425/image-w448.jpg,"In 1960s Paris, aspiring singer Pomme befriends pregnant Suzanne. Pomme lends money for an abortion, but tragedy separates them. A decade later, they reconnect and vow to stay in touch via postcards, their lives transformed by the women’s liberation movement.",https://mubi.com/en/films/one-sings-the-other-doesnt,25425
One to One: John & Yoko,Kevin Macdonald,2024,United Kingdom,"Documentary, Music",https://assets.mubicdn.net/images/film/419296/image-w448.jpg,"A moving look at the couple’s life upon their entry into a transformative 1970’s New York, exploring their musical, personal, artistic, social, and political world. At the core of the story are the One to One Concerts, John Lennon’s only full-length performances after The Beatles.",https://mubi.com/en/films/one-to-one-john-yoko,419296
Only God Forgives,Nicolas Winding Refn,2013,"United States, Denmark","Crime, Drama, Action",https://assets.mubicdn.net/images/film/96533/image-w448.jpg,"Julian, a drug-smuggler thriving in Bangkok’s criminal underworld, sees his life get even more complicated when his mother arrives from the US. Thirsty for vengeance, she compels him to find and kill whoever is responsible for his brother’s recent death, who was killed after murdering a young woman.",https://mubi.com/en/films/only-god-forgives,96533
Only Lovers Left Alive,Jim Jarmusch,2013,"United States, Germany","Drama, Horror, Romance",https://assets.mubicdn.net/images/film/104731/image-w448.jpg,"Centuries-old lovers Adam and Eve are vampires. He’s playing rock in Detroit while she’s hanging out in Tangiers. They struggle with depression and an ever-changing world and watch time go by, each finding stability in the other. However, the appearance of her brazen younger sister brings trouble.",https://mubi.com/en/films/only-lovers-left-alive,104731
Only the River Flows,Wei Shujun,2023,China,"Crime, Drama, Mystery, Thriller",https://assets.mubicdn.net/images/film/377685/image-w448.jpg,"Dedicated police detective Ma Zhe is tasked with solving a series of brutal murders in a rural Chinese town. As pressure mounts from his superiors, a hasty arrest is made, but while his colleagues celebrate, several clues push Ma Zhe deeper into a desperate investigation of his own.",https://mubi.com/en/films/only-the-river-flows,377685
"Onoda: 10,000 Nights in the Jungle",Arthur Harari,2021,"France, Japan","Adventure, Drama, War",https://assets.mubicdn.net/images/film/309329/image-w448.jpg,"Japan, 1944. Hiroo Onoda is sent to a small island in the Philippines where the Americans are about to land. His role will be to wage a guerilla war until the return of the Japanese troops. The Empire will surrender soon after, but for Onoda and his men, the war will go on for 10,000 more days.",https://mubi.com/en/films/onoda-10-000-nights-in-the-jungle,309329
Opium,Pablo Dury,2016,France,Drama,https://assets.mubicdn.net/images/film/173005/image-w448.jpg,"They say that the world got silent. They say that you went far away, with the cries, the laughs, the tomorrows. They say that the world has disappeared. But Oscar, he hears them whisper at night. Behind the walls, far from the men, at the end of the corridors…",https://mubi.com/en/films/opium-2016,173005
Oppenheimer,Christopher Nolan,2023,"United Kingdom, United States","Drama, Biography, History, War",https://assets.mubicdn.net/images/film/317388/image-w448.jpg,"J. Robert Oppenheimer is appointed to work on the top-secret Manhattan Project. Oppenheimer and a team of scientists spend years developing the atomic bomb. Their work comes to fruition on July 16, 1945, as they witness the world’s first nuclear explosion, forever changing the course of history.",https://mubi.com/en/films/oppenheimer-2022,317388
Or Something,Jeffrey Scotti Schroeder,2025,United States,Drama,https://assets.mubicdn.net/images/film/451719/image-w448.jpg,"Two strangers show up at the same Brooklyn apartment to collect cash they’re both owed. Forced to spend the day together on a journey through New York City to find the promised money, the pair begin to open up to one another and reveal intimate details about their lives.",https://mubi.com/en/films/or-something,451719
Oray,Mehmet Akif Büyükatalay,2019,Germany,Drama,https://assets.mubicdn.net/images/film/217454/image-w448.jpg,"Oray, a young Muslim, pronounces the Islamic term for separation, ‘talaq’, during an argument with his wife. The imam informs him of the consequences: Oray must now part from Burcu for three months.",https://mubi.com/en/films/oray,217454
Orchesterprobe,Karel Lamac,1933,Germany,"Short, Comedy",https://assets.mubicdn.net/images/film/89835/image-w448.jpg,"In this early comedy short film from Germany, one of the musicians in a large group of instrumentalists extremely annoys the conductor during orchestral practice…",https://mubi.com/en/films/orchesterprobe,89835
Orgy of the Dead,Stephen C. Apostolof,1965,United States,"Horror, Fantasy, Erotica, Cult",https://assets.mubicdn.net/images/film/30549/image-w448.jpg,"A nudie cutie like no other, in which a pulp author and his wife are stranded in a graveyard and become slaves to the undead, enduring all manner of lascivious dancing. Starring Criswell (Plan 9 From Outer Space, whose Ed Wood wrote the screenplay here), filmed in gloriously garish candy colors.",https://mubi.com/en/films/orgy-of-the-dead,30549
Orlando,Sally Potter,1992,"United Kingdom, Russia","Drama, Fantasy, Romance, LGBTQ+, Comedy",https://assets.mubicdn.net/images/film/2691/image-w448.jpg,"Young aristocrat Orlando begins a quest for love and freedom in the court of Elizabeth I as a man. He is granted favours and property by the queen who commands the nobleman to never change. Orlando completes the search 400 years later as a woman, shaking off their biological and cultural destiny.",https://mubi.com/en/films/orlando,2691
"Orlando, My Political Biography",Paul B. Preciado,2023,France,"Drama, LGBTQ+, Avant-Garde, Documentary",https://assets.mubicdn.net/images/film/369453/image-w448.jpg,"In 1928, Virginia Woolf wrote Orlando, in which her protagonist changes sex in the middle of the story. A century later, writer and activist Paul B. Preciado sends a filmed letter to Virginia Woolf: Orlando has stepped out of fiction and is living a life she would never have imagined.",https://mubi.com/en/films/orlando-my-political-biography,369453
Orphan,László Nemes,2025,"Hungary, United Kingdom","Drama, History",https://assets.mubicdn.net/images/film/414484/image-w448.jpg,"Hungary, 1957. A young Jewish boy, raised by his mother with idealized tales of his dead father, has his world turned upside down when a brutish man appears, claiming to be his true parent.",https://mubi.com/en/films/orphan-2025,414484
Orwell: 2+2=5,Raoul Peck,2025,"France, United States",Documentary,https://assets.mubicdn.net/images/film/391592/image-w448.jpg,The ultimate and comprehensive documentary film about the exceptional writer George Orwell.,https://mubi.com/en/films/orwell-2-2-5,391592
The Dark Beast,Felipe Guerrero,2016,"Colombia, Argentina",Drama,https://assets.mubicdn.net/images/film/150551/image-w448.jpg,"Three women are forced to flee their homes in a war-torn region of Colombia. Each woman’s journey is marked by terror and takes her on a trek from the depths of the jungle to the outskirts of Bogotá, where each must gather the strength needed to start a new life.",https://mubi.com/en/films/oscuro-animal,150551
"Oslo, August 31st",Joachim Trier,2011,Norway,Drama,https://assets.mubicdn.net/images/film/43650/image-w448.jpg,"Recovering drug addict Anders is given a day’s leave from his rehab center to apply for a job in the city. Over the course of one day and night, he tries to reconnect with his old friends and family in Oslo, where the ghosts of his past mistakes wrestle with the hope to see some future by morning.",https://mubi.com/en/films/oslo-august-31st,43650
Ostia,Sergio Citti,1970,Italy,Drama,https://assets.mubicdn.net/images/film/36577/image-w448.jpg,"Bandiera and Rabbino are two brothers who live in a seaside town near Rome, traumatized by their childhood memories of their abusive father. One day, a group of men find a woman lying unconscious and carry her to the brothers. The three of them embark upon a game exploring attraction and repulsion.",https://mubi.com/en/films/ostia-1970,36577
Other Cannibals,Francesco Sossai,2021,Germany,Drama,https://assets.mubicdn.net/images/film/323006/image-w448.jpg,"Fausto, a bored middle-aged factory worker, connects with philosophy student Ivan online. They both share an extreme thought—that is dark and beyond human standards. In a remote valley eaten away by industrial towns, they meet and plan an escape from their everyday existence.",https://mubi.com/en/films/other-cannibals,323006
Outsider Girls,Alexandra Hyland,2023,Chile,Comedy,https://assets.mubicdn.net/images/film/365941/image-w448.jpg,"Rafaela and Gabriela are young friends living in a fantasy world that is threatened when Rafaela discovers she is pregnant. She intends to have an abortion, but in Chile it’s illegal. They face the hostile system to guarantee a safe abortion for Rafaela, fighting to preserve their friendship.",https://mubi.com/en/films/other-girls-2023,365941
Other People's Children,Rebecca Zlotowski,2022,France,"Drama, Comedy",https://assets.mubicdn.net/images/film/339434/image-w448.jpg,"When teacher Rachel falls in love with Ali, she also falls for his 4-year-old daughter Leila. Although she feels like a mother, Rachel cannot forget that Lelia is another woman’s daughter. Soon, she begins to long for her own child—but as a forty-something woman, she must make her decision swiftly.",https://mubi.com/en/films/other-people-s-children,339434
Otherwise in Istanbul,Didem Pekün,2024,Turkey,Documentary,https://assets.mubicdn.net/images/film/407599/image-w448.jpg,"A performative documentary about dancer-choreographer Mihran Tomasyan; through a portrait of Tomasyan, the film also chronicles life in Istanbul in recent history through his personal archive.",https://mubi.com/en/films/otherwise-in-istanbul,407599
Our Ark,"Deniz Tortum, Kathryn Hamilton",2021,"Netherlands, United States","Documentary, Short",https://assets.mubicdn.net/images/film/322588/image-w448.jpg,"Humans are backing up the planet, creating 3D models of animals, rainforests, cities, and people—archiving as if ecological collapse could be staved off through a digital Noah’s Ark of beasts and objects. The artists explore our efforts to create a virtual replica of the real world.",https://mubi.com/en/films/our-ark,322588
Our Body,Claire Simon,2023,France,Documentary,https://assets.mubicdn.net/images/film/370872/image-w448.jpg,"Claire Simon observes the everyday operations of the gynecological ward in a public hospital in Paris. She meets patients in all stages of life—young and old, cisgender and trans. Unique stories of fertility, gender transitions, and cancer unfold, including the one of the filmmaker herself.",https://mubi.com/en/films/our-body-2023,370872
Our Grand Despair,Seyfi Teoman,2011,"Turkey, Germany","Drama, Comedy, Romance",https://assets.mubicdn.net/images/film/36637/image-w448.jpg,"The peaceful cohabitation of bachelors Ender and Çetin is disrupted when they allow a friend’s sister to move in with them. The 30-something longtime friends are overwhelmed by the presence of the uncommunicative grieving Nihal, and soon they both fall for her.",https://mubi.com/en/films/our-grand-despair,36637
Our Hospitality,"Buster Keaton, John G. Blystone",1923,United States,"Comedy, Silent",https://assets.mubicdn.net/images/film/17372/image-w448.jpg,"After twenty years away Willie McKay returns to his Appalachian homestead to take possession of his family home. On the trip, he falls for a young woman. The only problem is her family has vowed to kill every member of his family due to an ongoing feud that led to him being sent away as a baby.",https://mubi.com/en/films/our-hospitality,17372
Our Life,Daniele Luchetti,2010,"Italy, France",Drama,https://assets.mubicdn.net/images/film/26243/image-w448.jpg,"Claudio is a young construction worker who lives happily with his pregnant wife Elena. One day at the construction site, he discovers the corpse of an illegal Romanian worker, but decides not to report the discovery for fear he’ll be out of a job. Claudio’s life suddenly takes an unexpected turn.",https://mubi.com/en/films/our-life,26243
Our Little Sister,Hirokazu Koreeda,2015,Japan,"Comedy, Drama",https://assets.mubicdn.net/images/film/120970/image-w448.jpg,"Three sisters live together in Kamakura. When their father—absent for 15 years—dies, they travel to the countryside for his funeral and meet their teenage half-sister. Bonding quickly with the orphaned Suzu, they invite her to live with them and a new life of joyful discovery begins for them.",https://mubi.com/en/films/our-little-sister,120970
Our Time,Carlos Reygadas,2018,"Mexico, France",Drama,https://assets.mubicdn.net/images/film/150451/image-w448.jpg,"A family lives in the Mexican countryside raising fighting bulls. Esther is in charge of running the ranch, while her husband Juan raises and selects the beasts. When Esther becomes infatuated with a horse trainer named Phil, the couple struggles to stride through the emotional crisis.",https://mubi.com/en/films/our-time-2018,150451
Out,"Vincent Hazard, Jérémie Boucris",2007,France,"Short, Drama",https://assets.mubicdn.net/images/film/162731/image-w448.jpg,A man suffers from a disturbed perception and is affected by hallucinatory images. Is it all reality or is he just dreaming? Ten seconds of life can flow like honey.,https://mubi.com/en/films/out-2007,162731
Out in the Dark,Michael Mayer,2012,"Israel, United States","Drama, LGBTQ+",https://assets.mubicdn.net/images/film/100023/image-w448.jpg,Two young men—a Palestinian grad student and an Israeli lawyer—meet and fall in love amidst personal and political intrigue in this striking debut feature.,https://mubi.com/en/films/out-in-the-dark,100023
Outer Space,Peter Tscherkassky,1999,Austria,"Animation, Avant-Garde, Short",https://assets.mubicdn.net/images/film/21392/image-w448.jpg,"A woman, terrorised by an invisible force, enters a house at night. The rasping of crickets and a distorted music give way to explosions, screams and garbled voices. In an eruption of panicked subjectivity, her face multiplies across the screen while flashes of solarised imagery invade the frame…",https://mubi.com/en/films/outer-space,21392
Outrage Coda,Takeshi Kitano (Beat Takeshi),2017,Japan,"Action, Crime, Drama",https://assets.mubicdn.net/images/film/177713/image-w448.jpg,"Five years after the all-out war between the Sanno and Hanabishi crime families, former yakuza boss Otomo is working in South Korea for Mr. Chang, a go-between whose influence extends into Japan. But when tensions rise between Chang and the Hanabishi, Otomo returns to Japan to finally settle things.",https://mubi.com/en/films/outrage-coda,177713
Oxhide,Liu Jiayin,2005,China,Documentary,https://assets.mubicdn.net/images/film/19167/image-w448.jpg,"A cloud of anxiety hangs over a Chinese working-class family living in an impossibly cramped Beijing apartment, where they even share a bed. As the father’s leather-goods business slips toward bankruptcy, financial strain fuels tension with his wife and daughter.",https://mubi.com/en/films/oxhide,19167
Ozanlar ve Evler,Suha Arın,1987,Turkey,"Documentary, Short",https://assets.mubicdn.net/images/film/311949/image-w448.jpg,"Part of the Old Houses, Old Masters documentary series about the Central Anatolia region, documenting the traditional architecture of the region and the masters who created it, together with its reflections in the poems of the bards who lived in mud-brick houses.",https://mubi.com/en/films/ozanlar-ve-evler,311949
P. P. Rider,Shinji Sômai,1983,Japan,"Adventure, Drama, Comedy",https://assets.mubicdn.net/images/film/38158/image-w448.jpg,"Three teens embark on a wild road odyssey to rescue their kidnapped class bully from a gang of yakuza. En route, they run afoul of some cops, befriend a motley former gangster, and experience the first seismic shocks of growing up.",https://mubi.com/en/films/p-p-rider,38158
Pacific Club,Valentin Noujaïm,2023,"France, Qatar","Documentary, Short",https://assets.mubicdn.net/images/film/372055/image-w448.jpg,"In 1979, the Pacific Club opened in a basement in La Défense—the business district of Paris. It was the first nightclub for young Arabs from the suburbs: a parallel world of dance, sweat, young lovers, and one-night romances. Azedine was one of them. He tells his generation’s forgotten story.",https://mubi.com/en/films/pacific-club,372055
Pacifiction,Albert Serra,2022,"France, Spain","Drama, Thriller",https://assets.mubicdn.net/images/film/304154/image-w448.jpg,"On the French Polynesian island of Tahiti, the High Commissioner of the Republic is a calculating man who coolly navigates both the “establishment” and the local underground.  He persists as rumors circulate about the sighting of a submarine whose presence could mean the return of nuclear testing.",https://mubi.com/en/films/pacifiction,304154
Pain and Glory,Pedro Almodóvar,2019,Spain,"Drama, LGBTQ+",https://assets.mubicdn.net/images/film/207415/image-w448.jpg,"Salvador Mallo, a film director in his physical decline, reencounters or remembers his past: his childhood in a village, the first desire, his first adult love in 80s Madrid, the pain of that breakup. In recovering his past, Salvador finds the urgent need to recount it, and also finds his salvation.",https://mubi.com/en/films/pain-and-glory,207415
Pale Flower,Masahiro Shinoda,1964,Japan,"Drama, Thriller, Crime",https://assets.mubicdn.net/images/film/23486/image-w448.jpg,"In Tokyo’s criminal underworld, Muraki is released from prison after murdering a rival faction member, only to discover a new alliance has formed against a rising gang from Osaka. He meets the alluring Saeko at an illegal gambling event, developing a dangerous obsession with the enigmatic stranger.",https://mubi.com/en/films/pale-flower,23486
Palindromes,Todd Solondz,2004,United States,"Comedy, Drama",https://assets.mubicdn.net/images/film/1033/image-w448.jpg,"12-year-old Aviva is determined to be a mother and does everything she can to achieve this. When her sensible mother intervenes, Aviva runs away from home. As a wanderer, she ends up in a strange world that is itself pregnant with chances, (maternal) insights, bizarre figures and experiences.",https://mubi.com/en/films/palindromes,1033
Palo Alto,Gia Coppola,2013,United States,Drama,https://assets.mubicdn.net/images/film/108929/image-w448.jpg,"In the affluent Californian city of Palo Alto, three stories of teenage lust, boredom, and self-destruction intersect. April is torn between a flirtation with her coach and a crush on sweet stoner Teddy. Emily offers sexual favors to any boy—and Fred’s behavior may or may not be sociopathic.",https://mubi.com/en/films/palo-alto,108929
Pan's Labyrinth,Guillermo del Toro,2006,"Spain, Mexico","Drama, Fantasy, Thriller",https://assets.mubicdn.net/images/film/485/image-w448.jpg,"Spain, 1944. Ofelia, a 10-year-old obsessed with fairy tales, moves with her pregnant mother to join her stepfather, a Fascist officer stationed in the mountains. Soon Ofelia discovers an overgrown labyrinth in the forest. There she meets Pan, an ancient satyr who claims to know her secret destiny.",https://mubi.com/en/films/pans-labyrinth,485
Papicha,Mounia Meddour Gens,2019,"France, Algeria",Drama,https://assets.mubicdn.net/images/film/234102/image-w448.jpg,"Nedjma, an 18-year-old student passionate about fashion design refuses to let the tragic events of the Algerian Civil War keep her from experiencing a normal life. As the social climate becomes more conservative, she rejects the new bans set by the radicals and decides to put on a fashion show.",https://mubi.com/en/films/papicha,234102
Papirosen,Gastón Solnicki,2011,Argentina,Documentary,https://assets.mubicdn.net/images/film/87564/image-w448.jpg,"Argentine director Gastón Solnicki focuses on four generations of his wildly volatile Jewish family haunted by a war rarely spoken of. Ten years of modern footage is folded into a huge archive of 8mm and VHS home videos, unveiling more than half a century of Solnicki’s singular family history.",https://mubi.com/en/films/papirosen,87564
Parade,Jacques Tati,1974,"France, Sweden","Comedy, TV Movie",https://assets.mubicdn.net/images/film/2441/image-w448.jpg,"Juggling the roles of emcee and performer, Jacques Tati hosts a series of circus acts in a music hall for a family audience. The spectators—adults and children alike—are invited to participate in the rambunctious variety show, which encompasses acrobatics, magic tricks, and pantomime routines.",https://mubi.com/en/films/parade,2441
Paradise,Prasanna Vithanage,2023,"Sri Lanka, India",Drama,https://assets.mubicdn.net/images/film/389068/image-w448.jpg,"An Indian tourist couple arrive in the hill country of crisis-ridden Sri Lanka to celebrate their fifth wedding anniversary. But, when things take an unexpected turn, conflicts deepen revealing cracks in their relationship.",https://mubi.com/en/films/paradise-2023-prasanna-vithanage,389068
Parador Húngaro,"Patrick Alexander, Aseneth Suarez Ruiz",2014,"Colombia, Hungary","Documentary, Biography, History",https://assets.mubicdn.net/images/film/129324/image-w448.jpg,"The story of a friendship spanning generations and boundaries: a Hungarian soldier escapes to the West in the ’50s. The son of a U.S. soldier runs to the East in the ’90s. Their paths cross in Bogotá, Colombia, and they become friends by sharing memories of the same land but of very different times.",https://mubi.com/en/films/parador-hungaro,129324
Paragraph 175,"Rob Epstein, Jeffrey Friedman",2000,"Germany, United States","Documentary, LGBTQ+",https://assets.mubicdn.net/images/film/29122/image-w448.jpg,"Historian Klaus Müller interviews survivors of the Nazi persecution of homosexuals because of the German Penal Code of 1871, Paragraph 175.",https://mubi.com/en/films/paragraph-175,29122
